id;timestamp;charge;stationRef;vehicleRef
GML1352412;2020/06/14 16:28:14;2,8;NE06;NY14GZR94632
OER4022020;2020/06/14 16:38:44;2,8;MR01;HE38BQH01623
FRI0187513;2020/06/14 16:42:25;3,1;MR08;QH15HWX24570
SNA4167034;2020/06/14 16:45:54;1,5;NE13;VX68BAR38623
NBL3454020;2020/06/14 17:18:12;3,1;MR00;QH15HWX24570
NQB3265165;2020/06/14 19:21:56;2,8;OO07;BK77KNV91142
BZI9497809;2020/06/14 19:57:55;2,8;AO04;QN12NTR81378
BOK1394966;2020/06/14 20:34:23;2,8;MR06;QN23UHH39091
TLJ9044246;2020/06/14 20:45:10;2,5;OO09;NZ35XLQ89678
GOP1792156;2020/06/14 21:38:31;2,0;EG05;CM15YCB60994
IYJ9611622;2020/06/14 22:38:13;2,8;GF00;IO09FGE68100
GMZ6075018;2020/06/14 22:45:38;2,8;MR04;KF48RSD79865
SJA3235942;2020/06/14 23:01:00;1,5;KO01;CR31GMR97972
RTK9172664;2020/06/14 23:15:41;3,1;GF00;PF04UCA93312
JAR0499675;2020/06/14 23:45:25;13,0;AO09;BM25PHF40639
ISR0623304;2020/06/14 23:56:38;2,8;OO12;AT19HLV57173
URE9363282;2020/06/15 0:31:20;2,0;AO12;YL27IFD65117
LER4214848;2020/06/15 2:34:48;1,3;OO12;IC95TLY24827
MMG8599029;2020/06/15 2:42:17;3,1;MR05;QH15HWX24570
SEF7070455;2020/06/15 2:46:14;2,8;AO16;HT62RDI04611
ICO6526196;2020/06/15 3:26:39;2,0;NE01;PD45WOT56494
MFJ6057454;2020/06/15 3:34:41;2,2;KO08;QO77TFN61853
TEG0509625;2020/06/15 3:40:27;2,5;NE08;OY94SZK34436
MRO7885737;2020/06/15 3:46:32;13,0;MR00;HR53SRO94328
NKG8429166;2020/06/15 4:15:02;2,8;MR06;HE38BQH01623
MYQ4192063;2020/06/15 5:18:56;1,5;NE01;EZ65FLV39493
TJF1889392;2020/06/15 5:52:11;2,0;OO01;EE22TMX10817
RSX6444396;2020/06/15 6:02:50;2,8;OO04;QR03XCJ37459
KJP0179743;2020/06/15 7:12:09;2,8;AO00;QO77TFN61853
XSP4763978;2020/06/15 10:18:28;2,8;MR01;HE38BQH01623
FVH9342475;2020/06/15 12:05:06;1,5;EG07;RR98KQE80731
GYF7067273;2020/06/15 12:16:33;2,8;OO04;QR03XCJ37459
TPN6075664;2020/06/15 12:23:07;2,8;OO04;AY38OQF67603
EZQ6287751;2020/06/15 12:59:35;2,0;NE02;PD45WOT56494
LEC1611726;2020/06/15 14:27:41;2,8;EG09;EC02LZC49528
RFZ8429237;2020/06/15 14:39:41;2,8;AO07;TV81MAQ99005
RWG4638518;2020/06/15 14:48:47;3,1;AO04;DP11ENT03275
ZSM0237723;2020/06/15 15:16:09;3,1;NE10;QR03XCJ37459
GQK0410250;2020/06/15 15:42:54;2,8;GF00;JE65QJK64802
VEW1950527;2020/06/15 15:52:03;2,8;AO10;TZ48CCW54765
DKM3601210;2020/06/15 15:57:41;1,3;NE03;BZ76ROL87339
FAM0530442;2020/06/15 16:14:02;3,1;AO11;DP11ENT03275
YFS5603044;2020/06/15 17:01:48;1,5;KO01;ZY93PCY41868
GJH1758612;2020/06/15 17:30:07;2,8;EG00;TV81MAQ99005
JPN8659325;2020/06/15 18:45:05;2,5;MR08;QO68DIC93032
GNC1444941;2020/06/15 20:39:20;2,8;AO00;QO68DIC93032
SZQ9972030;2020/06/15 21:17:48;1,0;EG11;DV04FQL29609
DIT6063340;2020/06/15 22:01:18;1,5;NE11;NZ35XLQ89678
ZZS4862732;2020/06/15 22:04:07;2,8;GF00;IO09FGE68100
OHG6908356;2020/06/15 22:36:06;2,8;KO09;ED51EWW52190
NHG1889026;2020/06/15 23:16:54;1,0;MR03;NZ35XLQ89678
IKW8050572;2020/06/15 23:59:06;2,8;AO06;AT19HLV57173
JJX2427150;2020/06/16 0:09:13;1,5;MR07;VJ92OYV94295
MVI3681723;2020/06/16 0:16:23;2,8;GF00;UF84JOS00561
IQM6496103;2020/06/16 0:55:00;2,8;GF00;JE65QJK64802
KNA8469547;2020/06/16 1:28:55;2,8;OO10;JF94VYA88954
VMB0564058;2020/06/16 1:30:31;2,8;NE11;NY14GZR94632
LGN6304201;2020/06/16 1:31:56;2,5;MR04;QO68DIC93032
RMU6830385;2020/06/16 3:22:09;3,1;GF00;PF04UCA93312
GYJ7720386;2020/06/16 3:26:26;2,8;AO00;KF48RSD79865
LMP9862896;2020/06/16 3:39:40;2,0;OO13;EE22TMX10817
AZC1344513;2020/06/16 4:20:47;1,0;NE04;IA29IQS63679
TLV4020697;2020/06/16 5:34:08;2,8;OO06;AY38OQF67603
MJM0399372;2020/06/16 5:47:02;2,8;AO13;QR03XCJ37459
TIL1440397;2020/06/16 7:23:37;2,0;MR01;IZ65WAT29135
WHN5648317;2020/06/16 8:47:35;2,2;KO02;HA82SCK64299
SQT0265802;2020/06/16 9:01:03;3,1;AO01;DP11ENT03275
ZVO9984528;2020/06/16 9:37:16;1,5;NE00;VX68BAR38623
EZH7109888;2020/06/16 9:56:28;1,0;NE12;IA29IQS63679
YVO3674207;2020/06/16 10:35:47;2,8;AO00;QO77TFN61853
GIF3940180;2020/06/16 12:07:18;1,0;NE11;EV77EDV52985
GFP6305927;2020/06/16 13:15:15;2,8;MR06;UA13YTK28483
KAC5000440;2020/06/16 13:49:26;1,5;NE15;PM58XHX45588
MFW2156801;2020/06/16 14:46:49;1,3;NE10;IN99SEN20660
YJH5118256;2020/06/16 17:01:57;2,5;GF00;BY85QGR11636
FZT0065465;2020/06/16 17:01:57;3,1;OO04;AY38OQF67603
UUZ0538515;2020/06/16 17:28:51;13,0;MR05;HR53SRO94328
KFH9792523;2020/06/16 17:56:53;2,8;EG07;EC02LZC49528
FMB5139207;2020/06/16 18:00:39;3,1;GF00;PF04UCA93312
NNP1600572;2020/06/16 18:29:42;2,8;EG04;IW53OQE31439
RSO0285814;2020/06/16 18:48:54;1,3;GF00;EN26OAB52983
ZEO3821946;2020/06/16 19:51:15;2,2;KO02;YL27IFD65117
BEN2618207;2020/06/16 20:53:54;2,0;OO12;EE22TMX10817
HIO6486727;2020/06/16 20:59:08;2,8;MR02;UA13YTK28483
QTT3294831;2020/06/16 23:59:58;2,2;KO05;EM54HQI58682
CRE7421907;2020/06/17 0:08:20;1,0;NE16;IA29IQS63679
RPA0922751;2020/06/17 0:32:04;2,5;MR08;XV91YMP27722
CSM7731758;2020/06/17 3:55:00;2,8;AO06;CR31GMR97972
PAH0814391;2020/06/17 4:21:04;2,5;GF00;MA30QLI76818
HGF6159531;2020/06/17 4:55:23;2,0;NE08;PD45WOT56494
NRO0497880;2020/06/17 7:10:40;1,0;MR04;BI87HYL81972
RNO8048108;2020/06/17 7:41:26;2,2;KO01;QO77TFN61853
DEQ0544348;2020/06/17 8:34:50;2,8;MR00;KF48RSD79865
OWL3894555;2020/06/17 8:45:29;1,0;NE02;IA29IQS63679
EZV0596988;2020/06/17 9:33:27;2,8;EG02;IW53OQE31439
XTF0382270;2020/06/17 9:43:18;2,8;MR03;UA13YTK28483
DOW4876712;2020/06/17 9:57:49;2,8;AO09;IN99SEN20660
FXJ0483495;2020/06/17 10:46:23;1,5;NE06;NZ35XLQ89678
FRT7259240;2020/06/17 12:01:32;1,5;EG08;MU06LHX94338
RRE7839236;2020/06/17 13:06:38;2,8;OO09;AY38OQF67603
VNX5952842;2020/06/17 13:27:50;2,8;GF00;UF84JOS00561
BUM9743522;2020/06/17 14:17:58;2,8;EG01;IW53OQE31439
XZL4565949;2020/06/17 14:45:56;2,8;EG12;EC02LZC49528
HSQ3310435;2020/06/17 14:47:46;1,0;GF00;WU78BMX13511
SZQ9683468;2020/06/17 14:55:46;1,0;AO18;BZ76ROL87339
AEJ5525955;2020/06/17 15:08:12;2,8;MR03;HE38BQH01623
KRF5273378;2020/06/17 16:08:10;3,1;EG10;TZ48CCW54765
YNF9781783;2020/06/17 16:39:41;2,2;KO01;HW75BKT77773
FFB4942829;2020/06/17 17:54:32;2,8;MR06;KF48RSD79865
YJS2626475;2020/06/17 18:22:57;1,0;NE06;UP28MBM38391
EMJ4991717;2020/06/17 19:06:47;2,8;MR00;KF48RSD79865
EOW8730727;2020/06/17 19:43:34;3,1;OO02;XV40HUQ04740
FLU8334043;2020/06/17 19:55:08;2,5;GF00;BY85QGR11636
RKK4091225;2020/06/17 20:36:14;2,5;OO12;VJ92OYV94295
QVF7932968;2020/06/17 20:51:12;1,5;NE16;VX68BAR38623
EDQ4639726;2020/06/17 22:45:49;13,0;AO09;BM25PHF40639
NWX8315755;2020/06/17 23:43:43;3,1;AO13;DP11ENT03275
NMG1891262;2020/06/18 0:13:21;2,5;KO01;IX01MVL33676
GCR4785579;2020/06/18 0:24:39;1,5;NE08;JE65QJK64802
YHC8404010;2020/06/18 0:30:29;2,8;MR04;KF48RSD79865
MFQ4716552;2020/06/18 0:55:52;1,3;OO12;XF28DGK65250
UQT4448990;2020/06/18 1:09:33;1,0;NE03;IA29IQS63679
UOB3251341;2020/06/18 1:51:20;2,8;MR04;EZ65FLV39493
TNA9249190;2020/06/18 2:48:09;2,8;KO01;ED51EWW52190
NJE5730621;2020/06/18 3:41:14;13,0;MR02;HR53SRO94328
PKL7364016;2020/06/18 3:50:53;2,8;AO08;MX39VOS38645
GJK9263591;2020/06/18 6:17:57;1,5;NE03;VX68BAR38623
GQP8992542;2020/06/18 6:26:47;2,8;AO08;JO50FSF60755
SBK1265915;2020/06/18 7:18:12;1,0;AO06;BZ76ROL87339
VDW3120500;2020/06/18 9:30:13;2,5;OO00;QX75YWC61835
BQL8286991;2020/06/18 11:17:28;3,1;AO13;DV04FQL29609
IVQ1926235;2020/06/18 12:47:37;1,0;AO00;BZ76ROL87339
FBH8945527;2020/06/18 13:42:23;2,8;NE15;QP02SYE47964
WCW5239191;2020/06/18 13:50:54;13,0;AO03;BM25PHF40639
NTG5745262;2020/06/18 16:58:07;2,2;OO03;OY94SZK34436
LEU6366448;2020/06/18 17:01:43;2,2;KO04;QO77TFN61853
CQN6217258;2020/06/18 18:24:14;2,0;AO08;YL27IFD65117
HOW6804383;2020/06/18 20:35:46;1,0;NE09;EV77EDV52985
BWD2246249;2020/06/18 21:36:37;2,8;EG03;TV81MAQ99005
NJI1950281;2020/06/18 21:59:34;2,8;AO11;MX39VOS38645
QZH4589238;2020/06/18 22:00:35;2,5;GF00;BY85QGR11636
ZYW1960262;2020/06/18 22:22:04;2,5;GF00;MA30QLI76818
XPA0679963;2020/06/18 23:39:39;1,3;NE04;CK97FAU13897
DAG8024136;2020/06/19 0:09:07;2,8;NE04;UA13YTK28483
FLS6039679;2020/06/19 1:15:10;1,0;NE14;IA29IQS63679
JVV2128726;2020/06/19 1:24:36;3,1;GF00;PF04UCA93312
MVE5206821;2020/06/19 2:48:56;2,5;OO08;VJ92OYV94295
HXX6374885;2020/06/19 3:56:24;1,5;EG09;MU06LHX94338
KNO7459556;2020/06/19 4:48:27;2,5;OO09;HT62RDI04611
INX7789422;2020/06/19 5:53:05;2,5;NE15;JV67MTI17124
WPE0650147;2020/06/19 5:53:20;2,0;EG12;DW44ZOO26361
VUK0850349;2020/06/19 6:41:37;2,8;AO09;BK77KNV91142
EMP9289437;2020/06/19 7:39:35;2,8;MR02;QN23UHH39091
RPJ5269084;2020/06/19 8:38:33;3,1;OO01;LC72NRN52084
KZV1322340;2020/06/19 9:42:45;2,8;AO00;XE59BZM26378
NID2775842;2020/06/19 10:27:51;1,5;EG05;MU06LHX94338
DBV6413460;2020/06/19 11:43:36;1,5;NE02;ZY93PCY41868
OLM3034374;2020/06/19 12:34:48;1,5;EG11;CR31GMR97972
BKE7398965;2020/06/19 12:47:53;1,0;NE04;UP28MBM38391
OWZ6940331;2020/06/19 12:58:43;2,0;AO12;YL27IFD65117
QZY3024761;2020/06/19 13:06:44;2,8;OO08;AT19HLV57173
WBI0773592;2020/06/19 13:35:12;2,8;AO00;RR73DWB65452
ZCT5349531;2020/06/19 14:03:25;2,2;KO04;QO77TFN61853
DGF7865679;2020/06/19 14:22:12;2,2;NE02;IA29IQS63679
PKX5813075;2020/06/19 14:35:01;13,0;AO19;BM25PHF40639
CAX2242909;2020/06/19 14:39:55;3,1;OO01;IC95TLY24827
DQZ0755223;2020/06/19 15:07:24;2,8;OO02;AT19HLV57173
BVL6190959;2020/06/19 16:03:44;2,8;AO13;HT62RDI04611
ULP5276015;2020/06/19 17:01:22;2,2;KO01;QO77TFN61853
KGB4175989;2020/06/19 18:24:49;2,8;GF00;JE65QJK64802
WKN9980880;2020/06/19 19:49:17;2,8;EG05;IN99SEN20660
WPK6686303;2020/06/19 22:39:14;2,8;AO10;CM15YCB60994
TLL5348106;2020/06/19 22:44:29;2,8;MR01;KF48RSD79865
TMX6852631;2020/06/19 23:05:11;2,0;MR01;IZ65WAT29135
RLI3993614;2020/06/19 23:24:07;2,5;NE12;OY94SZK34436
WNT5864029;2020/06/20 0:44:51;2,5;GF00;SL09NOT64494
PNM2725336;2020/06/20 0:47:07;2,8;GF00;UF84JOS00561
FZK5563153;2020/06/20 1:20:26;2,8;OO13;QR03XCJ37459
IYZ1460194;2020/06/20 1:35:03;2,5;GF00;CK97FAU13897
HRZ9447758;2020/06/20 3:14:41;2,0;NE13;PD45WOT56494
LFC2048063;2020/06/20 3:22:48;2,8;KO01;YH66OKD41942
CBM4051286;2020/06/20 3:35:44;2,5;OO09;CM15YCB60994
NVM1826985;2020/06/20 3:37:32;2,2;OO09;YX66XYW62640
ZFL5932393;2020/06/20 3:42:29;2,5;EG11;XE59BZM26378
DYF4196763;2020/06/20 4:04:12;2,8;OO01;RK48BOP88344
PNU0670531;2020/06/20 5:38:01;2,8;NE10;EG95RTB75032
TBX9135788;2020/06/20 6:27:25;2,0;NE04;PD45WOT56494
GSD4614754;2020/06/20 7:19:46;2,8;GF00;CP56DAO45598
FCZ6588862;2020/06/20 7:19:55;1,0;NE10;EV77EDV52985
IAM2667087;2020/06/20 9:51:30;1,3;EG01;QU94IGC75528
YRV3402420;2020/06/20 11:23:26;2,8;GF00;QN12NTR81378
URF3628884;2020/06/20 14:25:40;1,3;OO07;YX66XYW62640
HQD7044492;2020/06/20 14:46:08;3,1;AO03;DP11ENT03275
DJK8441632;2020/06/20 15:08:39;1,0;NE11;JE65QJK64802
VSZ2035759;2020/06/20 15:43:46;1,0;KO01;WY00MLL63827
QEI7388668;2020/06/20 16:58:44;1,5;EG05;CR31GMR97972
TBV8919176;2020/06/20 19:00:16;2,0;AO00;YL27IFD65117
LXA0155664;2020/06/20 19:23:19;2,8;MR05;UA13YTK28483
VNC7991842;2020/06/20 20:08:56;2,5;EG04;XE59BZM26378
DTJ1886624;2020/06/20 20:27:21;2,8;NE07;XE59BZM26378
OLV8549520;2020/06/20 20:34:48;2,8;AO08;MX39VOS38645
LTJ5553194;2020/06/20 21:30:04;2,8;OO05;JF94VYA88954
MOI2595884;2020/06/20 22:54:28;2,8;AO19;EM54HQI58682
TJD4890981;2020/06/20 22:55:18;2,8;GF00;IO09FGE68100
PNT2045099;2020/06/20 23:35:10;1,3;EG05;TE24LCO18661
OKV8058931;2020/06/21 0:35:29;1,0;GF00;WU78BMX13511
IQJ2341649;2020/06/21 1:48:26;1,5;NE04;PM58XHX45588
ITI9135538;2020/06/21 2:21:37;3,1;AO16;DP11ENT03275
FPP0137110;2020/06/21 3:17:12;1,5;OO08;ZY93PCY41868
ZVQ0238928;2020/06/21 4:02:31;2,8;GF00;LM86GYO69819
USY3026519;2020/06/21 5:30:24;1,5;AO12;SY96JDQ97089
GUT6522124;2020/06/21 6:10:35;1,5;MR02;DW44ZOO26361
EGK0279316;2020/06/21 6:27:50;1,0;NE11;AT19HLV57173
UVK3939453;2020/06/21 6:28:33;13,0;AO00;BM25PHF40639
AIT5532813;2020/06/21 6:38:54;2,8;EG01;IW53OQE31439
ECC2997702;2020/06/21 6:39:35;2,8;OO12;QR03XCJ37459
RVH4845643;2020/06/21 7:04:31;2,2;GF00;KW50MJG67260
ZAE0035467;2020/06/21 7:49:40;3,1;OO03;LC72NRN52084
DOZ3574091;2020/06/21 9:30:58;2,8;NE03;CP56DAO45598
KRG4323296;2020/06/21 9:53:36;2,0;OO09;IC95TLY24827
PWT4307210;2020/06/21 11:01:22;2,5;KO01;RV87TIY76692
FIE7164865;2020/06/21 11:54:46;2,8;MR08;KF48RSD79865
ZJS4513589;2020/06/21 12:11:05;2,5;KO09;IX01MVL33676
SHG7086170;2020/06/21 12:30:44;2,8;EG02;IW53OQE31439
WVH8940201;2020/06/21 12:35:26;1,0;KO09;WY00MLL63827
VZG0074511;2020/06/21 13:43:20;2,8;OO07;JF94VYA88954
EPP7378023;2020/06/21 13:55:54;2,0;AO14;YL27IFD65117
KYN3188929;2020/06/21 14:08:34;1,0;OO02;XV40HUQ04740
MUK8518898;2020/06/21 14:25:19;2,5;EG12;DW44ZOO26361
FHC9348730;2020/06/21 15:29:11;2,8;AO04;SU00RDZ36214
TKH5089330;2020/06/21 17:39:46;2,8;AO04;HT62RDI04611
MFU3134744;2020/06/21 18:47:11;1,5;NE16;VX68BAR38623
EPO3684534;2020/06/21 18:51:22;2,8;AO03;HT62RDI04611
JZG5535659;2020/06/21 19:50:21;1,0;OO05;XV40HUQ04740
MMR4646275;2020/06/21 19:51:28;1,0;GF00;WU78BMX13511
LKV0902888;2020/06/21 20:14:18;1,0;EG05;AT19HLV57173
JVJ5761755;2020/06/21 20:16:42;1,3;EG10;TE24LCO18661
ZPI3907559;2020/06/21 20:34:43;2,8;GF00;UF84JOS00561
USV8269071;2020/06/21 21:23:09;1,0;EG08;HT62RDI04611
ZCA9696632;2020/06/21 21:37:35;2,8;AO08;IX01MVL33676
NST8703530;2020/06/21 23:22:19;2,8;GF00;JE65QJK64802
QCY1080135;2020/06/21 23:23:09;1,0;NE15;EV77EDV52985
UES2070279;2020/06/22 0:18:51;2,8;AO08;PE73VJU23485
DJG0650825;2020/06/22 1:16:49;2,2;NE10;YH66OKD41942
HGO6247833;2020/06/22 1:27:06;2,8;OO03;EM54HQI58682
HKW5060568;2020/06/22 4:59:49;2,8;MR08;UA13YTK28483
XRO4243905;2020/06/22 5:16:38;2,8;GF00;LM86GYO69819
PCN1927319;2020/06/22 5:55:40;2,8;KO08;QW79CHL42244
NIV3531361;2020/06/22 7:08:15;2,8;OO02;AT19HLV57173
TQU5484007;2020/06/22 7:20:55;2,8;AO13;IX01MVL33676
LKK3696119;2020/06/22 8:41:44;1,3;EG11;TE24LCO18661
QSH7603512;2020/06/22 9:28:09;2,0;EG01;CM15YCB60994
PWL8836677;2020/06/22 9:59:08;2,8;GF00;CP56DAO45598
HLI8611812;2020/06/22 10:27:38;1,3;MR04;RR98KQE80731
KOY2668646;2020/06/22 10:58:06;1,0;MR03;BI87HYL81972
RUY4648391;2020/06/22 11:02:48;1,0;OO05;XV40HUQ04740
FXM6180106;2020/06/22 13:51:03;1,3;EG10;QU94IGC75528
LSZ4338532;2020/06/22 13:54:36;1,0;GF00;WU78BMX13511
JST9035971;2020/06/22 14:04:17;3,1;OO07;AY38OQF67603
JKT3628752;2020/06/22 15:07:01;2,8;GF00;MP14WFM40909
BWZ3055996;2020/06/22 15:11:49;1,3;OO00;IX01MVL33676
JDW7830514;2020/06/22 17:07:54;2,8;OO00;RK48BOP88344
GIJ9363779;2020/06/22 17:23:29;1,0;KO01;VX68BAR38623
KYY3972437;2020/06/22 18:15:16;2,5;OO09;VJ92OYV94295
YGO2813946;2020/06/22 18:37:03;2,8;OO04;JF94VYA88954
SDB0113161;2020/06/22 18:48:11;1,0;KO07;WY00MLL63827
TZH3092033;2020/06/22 19:56:46;13,0;AO16;LG64ARC91224
UOB3507742;2020/06/22 20:28:47;2,5;NE04;OY94SZK34436
PLJ0009544;2020/06/22 20:33:15;2,8;KO04;QW79CHL42244
UYF4867906;2020/06/22 21:12:46;2,2;GF00;KW50MJG67260
XRN4630113;2020/06/22 21:15:31;3,1;EG09;TZ48CCW54765
AZV9018379;2020/06/22 22:00:52;3,1;GF00;YX66XYW62640
LGL9863505;2020/06/22 22:06:37;1,0;AO13;BZ76ROL87339
QOW6242077;2020/06/22 23:52:58;2,8;GF00;UF84JOS00561
CVT5021934;2020/06/22 23:55:36;1,0;NE14;IA29IQS63679
ECR5721460;2020/06/23 0:05:19;2,0;EG11;CM15YCB60994
AYY4819141;2020/06/23 1:43:05;1,0;KO03;IX01MVL33676
RKR1441585;2020/06/23 1:44:38;1,5;MR05;KW50MJG67260
KLU5994614;2020/06/23 2:37:00;1,5;KO03;TE24LCO18661
GSL0324806;2020/06/23 3:18:50;1,0;GF00;WU78BMX13511
GYO3637261;2020/06/23 4:16:54;1,0;KO06;BM25PHF40639
ISK3129469;2020/06/23 4:39:20;2,8;NE13;NY14GZR94632
KEY2076647;2020/06/23 4:45:10;1,5;NE00;NZ35XLQ89678
RAH4823382;2020/06/23 5:11:56;2,8;NE03;UA13YTK28483
DJH2805259;2020/06/23 5:35:56;2,8;OO07;JF94VYA88954
HMA3690676;2020/06/23 6:04:01;2,0;OO04;IC95TLY24827
YER0731395;2020/06/23 6:08:06;1,0;NE11;IA29IQS63679
UUQ4945107;2020/06/23 6:31:16;2,5;OO01;QX75YWC61835
FQO4505438;2020/06/23 7:13:27;1,5;KO02;ZY93PCY41868
CZA4275733;2020/06/23 7:27:54;2,8;AO04;JF94VYA88954
GZR8917305;2020/06/23 7:31:09;1,0;OO08;WG11QVY31890
RTJ8898723;2020/06/23 8:07:40;2,5;KO03;RV87TIY76692
KIL6936700;2020/06/23 8:18:58;2,8;AO01;RR73DWB65452
IBJ3326472;2020/06/23 8:20:56;1,0;GF00;WU78BMX13511
LCX0977302;2020/06/23 9:54:38;2,8;OO00;AT19HLV57173
QHK7359530;2020/06/23 11:30:11;2,5;KO01;KB55KTM48860
OOE0751983;2020/06/23 12:26:25;2,8;MR06;UA13YTK28483
SAX5989157;2020/06/23 15:13:20;2,8;AO06;MX39VOS38645
IKX2937399;2020/06/23 15:49:10;2,8;EG02;IW53OQE31439
RXT1448024;2020/06/23 16:07:42;3,1;OO09;IW53OQE31439
EMF2049757;2020/06/23 16:48:48;2,2;KO06;JO50FSF60755
EXZ4126619;2020/06/23 17:43:26;2,8;EG12;IN99SEN20660
VEE0261811;2020/06/23 18:05:29;1,5;KO07;PF04UCA93312
DRL0968608;2020/06/23 19:53:32;3,1;EG00;TZ48CCW54765
QZM5685086;2020/06/23 20:46:15;2,5;EG11;XE59BZM26378
KSW5015771;2020/06/23 20:47:33;13,0;AO12;LG64ARC91224
EAI3330687;2020/06/23 21:52:27;13,0;MR01;HR53SRO94328
XCN8925485;2020/06/23 22:04:23;2,2;EG07;NO82BAX82566
ATO8734976;2020/06/23 22:17:12;2,5;OO13;EE22TMX10817
PIX9440927;2020/06/23 22:18:10;2,8;MR00;QN23UHH39091
YTH5408837;2020/06/23 23:45:38;2,0;AO03;YL27IFD65117
TJG9938601;2020/06/24 0:20:12;2,5;EG01;XE59BZM26378
ZWV8374279;2020/06/24 0:34:11;2,0;EG10;CM15YCB60994
KCG5531488;2020/06/24 1:45:58;2,5;NE12;JV67MTI17124
ZSG0530754;2020/06/24 1:54:13;3,1;AO10;DP11ENT03275
WGB5771994;2020/06/24 2:51:41;2,8;KO00;KF48RSD79865
APV5091411;2020/06/24 3:10:51;2,2;KO06;JO50FSF60755
EEY0572527;2020/06/24 4:06:38;2,5;GF00;SL09NOT64494
BZD6925770;2020/06/24 5:11:44;13,0;GF00;WG11QVY31890
SOM4263476;2020/06/24 5:35:23;2,5;NE16;XV91YMP27722
VAS7594233;2020/06/24 5:48:51;2,0;MR05;HW75BKT77773
XQK5868239;2020/06/24 6:18:17;2,5;MR05;SY96JDQ97089
PZO7692484;2020/06/24 6:28:59;2,5;GF00;BY85QGR11636
WMW5728563;2020/06/24 8:35:49;2,2;KO09;MX39VOS38645
WRM7512931;2020/06/24 9:30:08;2,8;OO02;QR03XCJ37459
CWS0127440;2020/06/24 9:43:26;1,0;KO07;FL13UMN92207
YCZ2838276;2020/06/24 11:03:18;1,0;GF00;WU78BMX13511
OES9314692;2020/06/24 11:55:44;2,8;OO11;JF94VYA88954
IVS7480417;2020/06/24 12:47:27;2,5;KO09;RV87TIY76692
OEG7936429;2020/06/24 12:53:02;2,5;KO04;IX01MVL33676
IRG5988468;2020/06/24 13:24:27;2,8;GF00;QN12NTR81378
MET0395296;2020/06/24 14:44:24;1,0;EG03;JD78PQD35395
TGL1349729;2020/06/24 15:54:09;2,2;NE01;QO77TFN61853
GCS3587704;2020/06/24 17:44:35;1,5;NE06;NZ35XLQ89678
YVB9972358;2020/06/24 18:02:54;2,5;EG01;XE59BZM26378
UMI4126134;2020/06/24 20:28:36;2,5;OO05;QX75YWC61835
ZPK9227990;2020/06/24 20:28:40;1,0;EG05;UO75YNW62238
TMG3088211;2020/06/24 20:35:15;2,8;NE16;EG95RTB75032
WIT1319140;2020/06/24 21:00:52;2,8;NE08;QP02SYE47964
MOW9410308;2020/06/24 21:03:31;1,5;EG11;HW75BKT77773
BFB1838456;2020/06/24 21:14:41;2,8;AO18;XE59BZM26378
LJP1305985;2020/06/24 21:18:26;1,5;KO02;ZY93PCY41868
TMP7535956;2020/06/24 21:20:36;2,8;EG05;IW53OQE31439
FTB7820658;2020/06/24 21:29:37;1,0;GF00;WU78BMX13511
CCC1093666;2020/06/24 22:09:09;2,8;EG06;IW53OQE31439
YAY2006735;2020/06/24 22:38:06;2,0;AO00;YL27IFD65117
GRD9078180;2020/06/24 23:05:19;2,5;GF00;MA30QLI76818
QGT5269908;2020/06/24 23:06:28;2,8;OO13;QR03XCJ37459
RGC8866016;2020/06/24 23:31:37;1,5;KO05;JD78PQD35395
LIF5109043;2020/06/25 0:57:11;1,5;MR07;HA82SCK64299
RYZ6049174;2020/06/25 1:52:57;1,0;EG08;LM86GYO69819
IMF5209599;2020/06/25 1:59:42;2,8;GF00;UF84JOS00561
ZSU0366250;2020/06/25 2:39:16;2,8;OO00;AY38OQF67603
XBX8124082;2020/06/25 3:05:34;2,8;OO04;QR03XCJ37459
MVE5516887;2020/06/25 3:31:09;2,0;OO01;IC95TLY24827
UDN3992354;2020/06/25 4:22:18;2,0;OO06;TV81MAQ99005
KBO5362490;2020/06/25 4:40:24;2,5;MR05;QO68DIC93032
JNY2746121;2020/06/25 5:41:07;2,8;NE01;QP02SYE47964
LOU7813952;2020/06/25 6:05:31;1,5;EG03;MU06LHX94338
QHR3239990;2020/06/25 9:15:01;13,0;AO05;BM25PHF40639
UDQ9703625;2020/06/25 9:17:21;2,8;GF00;LM86GYO69819
CUU2301679;2020/06/25 9:21:43;2,8;MR03;EZ65FLV39493
HCD0549606;2020/06/25 10:59:10;2,0;OO05;IC95TLY24827
ASY5972359;2020/06/25 11:13:07;2,0;OO03;EE22TMX10817
VPA7186775;2020/06/25 11:18:10;2,8;KO00;QW79CHL42244
WNB3395912;2020/06/25 11:35:34;2,8;NE04;EG95RTB75032
CJJ8566616;2020/06/25 11:54:37;13,0;EG07;VL67TFO75321
TUJ1852491;2020/06/25 11:55:36;1,3;OO12;MU06LHX94338
IVU9344202;2020/06/25 12:15:57;2,0;EG03;CM15YCB60994
IZZ0399771;2020/06/25 12:34:25;1,3;GF00;EN26OAB52983
IVP3479612;2020/06/25 12:35:26;1,0;NE05;IA29IQS63679
KOC7775940;2020/06/25 13:13:27;2,8;NE14;NY14GZR94632
DBH4617078;2020/06/25 14:45:35;1,0;NE04;EV77EDV52985
RPA2100825;2020/06/25 15:02:28;1,0;MR00;BI87HYL81972
